Sample,total_reads,mapped_reads,percentage_aligned,10_x_pc,median_coverage,mean_coverage,median_insert_size,P25_Ins_size,avg_gc,Uncapped_Reads,Sub_Map_Pct_Aligned,Pct_Q30,sequenced_pool_component_id,search_id,coverage_gte_10_reads,fraction_acgt_bases,num_inserts_in_consensus,num_deletions_in_consensus,consensus_seq_name,assembly_method,timestamp,se_or_pe,seq_run,consensus_s3,trimmed_bam_s3,variants_s3,trimmed_bam_read_count,pi_metric,n_metric,bam_name,bjorn_coverage,bjorn_avg_depth,bjorn_min_coverage,bjorn_max_coverage,bjorn_num_w_zero_coverage,sample_collection_datetime,viral_load,collection_date,location
4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001,1777817.0,1777817.0,100.0,92.25830184262448,2809.0,8473.462,212.0,150.0,42.26400378347489,81822988.0,2.173,99.918,4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001,4_15_24_PLAPR07,0.8688624995746708,0.8688624995746708,18.0,38.0,Consensus_4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-27_03-53-47,pe,240418_WW_SG,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.variants.tsv,1753407.0,0.00177979,33.0,,,,,,,,,2024-04-07,Point Loma
4_15_24_PLAPR07_R2__E0000000__X00__240420_NextSeq_WW__001,41328.0,41328.0,100.0,61.8600140454135,29.0,197.7186,149.0,141.0,45.31357615894039,5017766.0,0.824,95.242,4_15_24_PLAPR07_R2__E0000000__X00__240420_NextSeq_WW__001,4_15_24_PLAPR07_R2,0.505290735259093,0.5048484229866286,1.0,19.0,Consensus_4_15_24_PLAPR07_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-22_17-59-10,pe,240420_NextSeq_WW,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR07_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR07_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR07_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR07_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR07_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR07_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.variants.tsv,38680.0,0.00336852,43.0,,,,,,,,,2024-04-07,Point Loma
4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001,1777817.0,1777817.0,100.0,92.25830184262448,2809.0,8473.462,212.0,150.0,42.26400378347489,81822988.0,2.173,99.918,4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001,4_15_24_PLAPR07,0.8688624995746708,0.8688624995746708,18.0,38.0,Consensus_4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-27_03-53-47,pe,240418_WW_SG,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.variants.tsv,1753407.0,0.00177979,33.0,4_15_24_PLAPR07__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam,86.7966,6452.15,0.0,99751.0,2158.0,,,2024-04-07,Point Loma
4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001,181388.0,181388.0,100.0,76.90867137076548,197.0,886.5723,150.0,148.0,43.41840467659814,22401832.0,0.81,94.991,4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001,4_15_24_PLAPR08_R1,0.6816277881832113,0.6816277881832113,1.0,45.0,Consensus_4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-22_17-59-10,pe,240420_NextSeq_WW,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.variants.tsv,170233.0,0.00313858,43.0,,,,,,,,,2024-04-08,Point Loma
4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001,181388.0,181388.0,100.0,76.90867137076548,197.0,886.5723,150.0,148.0,43.41840467659814,22401832.0,0.81,94.991,4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001,4_15_24_PLAPR08_R1,0.6816277881832113,0.6816277881832113,1.0,45.0,Consensus_4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-22_17-59-10,pe,240420_NextSeq_WW,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.variants.tsv,170233.0,0.00313858,43.0,4_15_24_PLAPR08_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam,68.0948,614.253,0.0,11095.0,6480.0,,,2024-04-08,Point Loma
4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001,1721299.0,1721299.0,100.0,93.8701802494733,2810.0,8142.1592,205.0,148.0,42.637396138932765,85898868.0,2.004,99.924,4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001,4_15_24_PLAPR08,0.9026075708061002,0.9026075708061002,3.0,36.0,Consensus_4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-27_03-53-47,pe,240418_WW_SG,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.variants.tsv,1679773.0,0.00179326,36.0,,,,,,,,,2024-04-08,Point Loma
4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001,1721299.0,1721299.0,100.0,93.8701802494733,2810.0,8142.1592,205.0,148.0,42.637396138932765,85898868.0,2.004,99.924,4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001,4_15_24_PLAPR08,0.9026075708061002,0.9026075708061002,3.0,36.0,Consensus_4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-27_03-53-47,pe,240418_WW_SG,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.variants.tsv,1679773.0,0.00179326,36.0,4_15_24_PLAPR08__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam,90.1663,6039.79,0.0,108199.0,1367.0,,,2024-04-08,Point Loma
4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001,2685779.0,2685779.0,100.0,91.71989432498412,4097.0,12826.9655,214.0,149.0,42.40021974752524,110737414.0,2.425,99.881,4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001,4_15_24_SBAPR09,0.8888851063829787,0.8888510638297872,17.0,51.0,Consensus_4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-27_03-53-47,pe,240418_WW_SG,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001/4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001/4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001/4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.variants.tsv,2649177.0,0.00223584,68.0,4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam,88.7755,9686.69,0.0,180797.0,1374.0,,,2024-04-09,South Bay
4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001,1468427.0,1468427.0,100.0,73.67153797277865,1217.0,6923.2462,205.0,148.0,42.94584513532685,70205634.0,2.091,99.928,4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001,4_15_24_PLAPR09,0.6919934640522876,0.6919934640522876,3.0,36.0,Consensus_4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-27_03-53-47,pe,240418_WW_SG,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.variants.tsv,1438254.0,0.00211063,40.0,4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam,69.1251,5194.62,0.0,81900.0,5350.0,,,2024-04-09,Point Loma
4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001,1468427.0,1468427.0,100.0,73.67153797277865,1217.0,6923.2462,205.0,148.0,42.94584513532685,70205634.0,2.091,99.928,4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001,4_15_24_PLAPR09,0.6919934640522876,0.6919934640522876,3.0,36.0,Consensus_4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-27_03-53-47,pe,240418_WW_SG,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001/4_15_24_PLAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.variants.tsv,1438254.0,0.00211063,40.0,,,,,,,,,2024-04-09,Point Loma
4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001,355380.0,355380.0,100.0,70.87917600240779,275.0,1731.1948,205.0,149.0,43.22581515455176,21160130.0,1.679,94.996,4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001,4_15_24_SBAPR09_R2,0.6503846415685207,0.6503846415685207,2.0,33.0,Consensus_4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-22_17-59-10,pe,240420_NextSeq_WW,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.variants.tsv,334907.0,0.00312863,38.0,,,,,,,,,2024-04-09,South Bay
4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001,2685779.0,2685779.0,100.0,91.71989432498412,4097.0,12826.9655,214.0,149.0,42.40021974752524,110737414.0,2.425,99.881,4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001,4_15_24_SBAPR09,0.8888851063829787,0.8888510638297872,17.0,51.0,Consensus_4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-27_03-53-47,pe,240418_WW_SG,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001/4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001/4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.bam,s3://ucsd-all/240418_WW_SG/240418_WW_SG_results/2024-04-27_03-53-47_pe/240418_WW_SG_samples/4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001/4_15_24_SBAPR09__E0000000__X00__240418_WW_SG__001.trimmed.sorted.pileup.variants.tsv,2649177.0,0.00223584,68.0,,,,,,,,,2024-04-09,South Bay
4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001,355380.0,355380.0,100.0,70.87917600240779,275.0,1731.1948,205.0,149.0,43.22581515455176,21160130.0,1.679,94.996,4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001,4_15_24_SBAPR09_R2,0.6503846415685207,0.6503846415685207,2.0,33.0,Consensus_4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-22_17-59-10,pe,240420_NextSeq_WW,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.variants.tsv,334907.0,0.00312863,38.0,4_15_24_SBAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam,64.9733,1221.04,0.0,22290.0,7349.0,,,2024-04-09,South Bay
4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001,643792.0,643792.0,100.0,89.48600474868742,989.0,3174.3251,214.0,149.0,42.749699677548506,36765254.0,1.751,93.916,4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001,4_15_24_PLAPR09_R2,0.8532666053858986,0.8531985156436183,3.0,39.0,Consensus_4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-22_17-59-10,pe,240420_NextSeq_WW,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.variants.tsv,609226.0,0.00358849,63.0,4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam,85.2494,2245.34,0.0,47247.0,2847.0,,,2024-04-09,Point Loma
4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001,643792.0,643792.0,100.0,89.48600474868742,989.0,3174.3251,214.0,149.0,42.749699677548506,36765254.0,1.751,93.916,4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001,4_15_24_PLAPR09_R2,0.8532666053858986,0.8531985156436183,3.0,39.0,Consensus_4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-22_17-59-10,pe,240420_NextSeq_WW,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR09_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.variants.tsv,609226.0,0.00358849,63.0,,,,,,,,,2024-04-09,Point Loma
4_15_24_PLAPR10_R1__E0000000__X00__240420_NextSeq_WW__001,411801.0,411801.0,100.0,94.44871751998129,979.0,2015.9361,150.0,144.0,42.28877447977884,21041340.0,1.957,94.202,4_15_24_PLAPR10_R1__E0000000__X00__240420_NextSeq_WW__001,4_15_24_PLAPR10_R1,0.904922385620915,0.904922385620915,3.0,36.0,Consensus_4_15_24_PLAPR10_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-22_17-59-10,pe,240420_NextSeq_WW,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR10_R1__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR10_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR10_R1__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR10_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_PLAPR10_R1__E0000000__X00__240420_NextSeq_WW__001/4_15_24_PLAPR10_R1__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.variants.tsv,390894.0,0.00326251,58.0,,,,,,,,,2024-04-10,Point Loma
4_15_24_ENCAPR10_R2__E0000000__X00__240420_NextSeq_WW__001,450527.0,450527.0,100.0,86.95448617195599,698.0,2219.8703,214.0,149.0,42.570078006402845,28140832.0,1.601,94.232,4_15_24_ENCAPR10_R2__E0000000__X00__240420_NextSeq_WW__001,4_15_24_ENCAPR10_R2,0.8030215386709313,0.8030215386709313,3.0,23.0,Consensus_4_15_24_ENCAPR10_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-04-22_17-59-10,pe,240420_NextSeq_WW,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_ENCAPR10_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_ENCAPR10_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_ENCAPR10_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_ENCAPR10_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.bam,s3://ucsd-all/240420_NextSeq_WW/240420_NextSeq_WW_results/2024-04-22_17-59-10_pe/240420_NextSeq_WW_samples/4_15_24_ENCAPR10_R2__E0000000__X00__240420_NextSeq_WW__001/4_15_24_ENCAPR10_R2__E0000000__X00__240420_NextSeq_WW__001.trimmed.sorted.pileup.variants.tsv,427867.0,0.00316059,36.0,,,,,,,,,2024-04-10,Encina
